analysis_set,analysis_tier,cohort,outcome,outcome_label,model_type,term,term_label,log_or,or,ci_low,ci_high,p_value
strict_earliest_primary,strict_primary,CHARLS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,age,age,-0.007966,0.9921,0.9853,0.9988,0.021562
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,Intercept,Intercept,0.873575,2.3955,1.5601,3.6782,6.5e-05
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,"C(endotype_class, Treatment(reference='1'))[T.2]",2,0.29595,1.3444,1.1113,1.6265,0.002322
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,"C(endotype_class, Treatment(reference='1'))[T.3]",3,0.545202,1.725,1.2972,2.2938,0.000177
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,"C(endotype_class, Treatment(reference='1'))[T.4]",4,0.339796,1.4047,0.984,2.0051,0.061323
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,"C(endotype_class, Treatment(reference='1'))[T.5]",5,0.913311,2.4926,1.4665,4.2364,0.000739
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,functional_score,functional_score,-0.178485,0.8365,0.7127,0.9819,0.028961
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,cognitive_score,cognitive_score,-0.105918,0.8995,0.8392,0.9642,0.002785
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,affective_score,affective_score,0.084663,1.0884,1.0226,1.1583,0.007728
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,cardiometabolic_chronic_score,cardiometabolic_chronic_score,-0.108498,0.8972,0.8056,0.9992,0.048224
strict_earliest_primary,strict_primary,ELSA,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,age,age,-0.009448,0.9906,0.9842,0.997,0.004087
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,Intercept,Intercept,3.319131,27.6363,19.4656,39.2368,0.0
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,"C(endotype_class, Treatment(reference='1'))[T.2]",2,0.383323,1.4672,1.2624,1.7052,1e-06
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,"C(endotype_class, Treatment(reference='1'))[T.3]",3,0.279051,1.3219,1.0566,1.6538,0.014627
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,"C(endotype_class, Treatment(reference='1'))[T.4]",4,0.333612,1.396,1.0739,1.8146,0.012666
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,"C(endotype_class, Treatment(reference='1'))[T.5]",5,0.344773,1.4117,0.9707,2.0529,0.071142
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,functional_score,functional_score,-0.058623,0.9431,0.8418,1.0565,0.311824
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,cognitive_score,cognitive_score,-0.022002,0.9782,0.929,1.0301,0.403783
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,affective_score,affective_score,0.01279,1.0129,0.959,1.0697,0.646328
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,cardiometabolic_chronic_score,cardiometabolic_chronic_score,-0.488672,0.6134,0.572,0.6579,0.0
strict_earliest_primary,strict_primary,HRS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,age,age,-0.040298,0.9605,0.9557,0.9653,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,Intercept,Intercept,2.45764,11.6772,7.6746,17.7673,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,"C(endotype_class, Treatment(reference='1'))[T.2]",2,-0.004649,0.9954,0.7763,1.2762,0.97075
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,"C(endotype_class, Treatment(reference='1'))[T.3]",3,-0.150425,0.8603,0.5341,1.3858,0.53625
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,"C(endotype_class, Treatment(reference='1'))[T.4]",4,0.18183,1.1994,0.8961,1.6054,0.221558
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,"C(endotype_class, Treatment(reference='1'))[T.5]",5,0.247551,1.2809,0.9182,1.7867,0.144919
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,functional_score,functional_score,-0.115162,0.8912,0.8171,0.9721,0.009339
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,cognitive_score,cognitive_score,-0.020275,0.9799,0.9266,1.0364,0.477903
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,affective_score,affective_score,0.059993,1.0618,1.0053,1.1216,0.031661
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,cardiometabolic_chronic_score,cardiometabolic_chronic_score,-0.473138,0.623,0.5316,0.7303,0.0
strict_earliest_primary,strict_primary,MHAS,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,age,age,-0.041291,0.9596,0.9535,0.9657,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,Intercept,Intercept,-0.904823,0.4046,0.3077,0.5321,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,"C(endotype_class, Treatment(reference='1'))[T.2]",2,0.162606,1.1766,1.0456,1.3239,0.006913
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,"C(endotype_class, Treatment(reference='1'))[T.3]",3,0.398723,1.4899,1.2648,1.7551,2e-06
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,"C(endotype_class, Treatment(reference='1'))[T.4]",4,0.389486,1.4762,1.0509,2.0736,0.024674
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,functional_score,functional_score,-0.115544,0.8909,0.8164,0.9721,0.009444
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,cognitive_score,cognitive_score,0.058331,1.0601,1.0118,1.1107,0.014191
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,affective_score,affective_score,0.137858,1.1478,1.1026,1.1949,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,cardiometabolic_chronic_score,cardiometabolic_chronic_score,-0.366458,0.6932,0.6534,0.7354,0.0
strict_earliest_primary,strict_primary,SHARE,chronic_progression_ge_1_condition,Chronic progression >= 1 condition,endotype_plus_four_domains,age,age,0.010812,1.0109,1.0067,1.0151,0.0
