analysis_set,analysis_tier,cohort,wave,n,n_classes,reference_bic,reference_entropy_separation,reference_mean_max_posterior,replicate_id,resample_design,adjusted_rand_index_vs_reference,mean_centroid_distance_vs_reference,max_centroid_distance_vs_reference,aligned_component_order,replicate_min_class_pct_on_full_data,replicate_entropy_separation_on_full_data,replicate_converged,skip_reason,source_note
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,1,nonparametric_bootstrap,0.9754,0.0723,0.1424,"1,2,3",17.28,0.9144,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,2,nonparametric_bootstrap,0.2319,0.6866,0.8569,"1,2,3",20.93,0.7282,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,3,nonparametric_bootstrap,0.9845,0.0499,0.0815,"1,2,3",17.03,0.9275,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,4,nonparametric_bootstrap,0.9341,0.1216,0.1938,"1,2,3",19.58,0.9156,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,5,nonparametric_bootstrap,0.9815,0.0816,0.1451,"1,2,3",17.13,0.9253,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,6,nonparametric_bootstrap,0.9873,0.0779,0.1651,"1,2,3",16.12,0.9266,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,7,nonparametric_bootstrap,0.9795,0.0427,0.0597,"1,2,3",17.28,0.9216,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,8,nonparametric_bootstrap,0.9843,0.0399,0.0592,"1,2,3",15.73,0.9194,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,9,nonparametric_bootstrap,0.9749,0.0653,0.1049,"1,2,3",16.71,0.9155,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,10,nonparametric_bootstrap,0.9883,0.041,0.0758,"1,2,3",16.86,0.9184,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,11,nonparametric_bootstrap,0.9715,0.0683,0.1097,"1,2,3",15.12,0.93,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,12,nonparametric_bootstrap,0.2624,0.687,0.8811,"1,2,3",21.0,0.7345,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,13,nonparametric_bootstrap,0.2443,0.6975,0.8624,"1,2,3",20.83,0.744,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,14,nonparametric_bootstrap,0.978,0.0631,0.1173,"1,2,3",17.3,0.9203,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,15,nonparametric_bootstrap,0.2342,0.736,0.9163,"1,2,3",18.55,0.7227,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,16,nonparametric_bootstrap,0.225,0.7538,0.945,"1,2,3",16.93,0.7193,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,17,nonparametric_bootstrap,0.9787,0.0618,0.0906,"1,2,3",15.46,0.9258,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,18,nonparametric_bootstrap,0.2322,0.7073,0.8673,"1,2,3",20.26,0.7354,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,19,nonparametric_bootstrap,0.9801,0.0647,0.114,"1,2,3",15.63,0.9224,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,20,nonparametric_bootstrap,0.2485,0.6953,0.9047,"1,2,3",21.56,0.722,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,21,nonparametric_bootstrap,0.2542,0.7279,0.9583,"1,2,3",18.97,0.7067,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,22,nonparametric_bootstrap,0.9857,0.0556,0.12,"1,2,3",16.05,0.926,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,23,nonparametric_bootstrap,0.2308,0.7368,0.9887,"1,2,3",18.08,0.7093,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,24,nonparametric_bootstrap,0.219,0.7471,0.9866,"1,2,3",18.43,0.7146,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,25,nonparametric_bootstrap,0.9853,0.0484,0.0746,"1,2,3",15.73,0.9248,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,26,nonparametric_bootstrap,0.2323,0.7468,0.9897,"1,2,3",19.16,0.7264,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,27,nonparametric_bootstrap,0.2301,0.6985,0.9147,"1,2,3",20.46,0.7157,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,28,nonparametric_bootstrap,0.98,0.0535,0.1104,"1,2,3",17.2,0.9249,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,29,nonparametric_bootstrap,0.9775,0.0783,0.1172,"1,2,3",15.56,0.9224,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,30,nonparametric_bootstrap,0.9799,0.049,0.0839,"1,2,3",15.68,0.9202,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,31,nonparametric_bootstrap,0.9869,0.0604,0.0875,"1,2,3",17.03,0.9191,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,32,nonparametric_bootstrap,0.9875,0.0564,0.0721,"1,2,3",16.15,0.9197,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,33,nonparametric_bootstrap,0.2597,0.6828,0.9048,"1,2,3",20.71,0.715,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,34,nonparametric_bootstrap,0.9715,0.0932,0.1778,"1,2,3",15.07,0.9328,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,35,nonparametric_bootstrap,0.243,0.69,0.919,"1,2,3",19.53,0.7295,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,36,nonparametric_bootstrap,0.9905,0.069,0.1532,"1,2,3",16.07,0.9263,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,37,nonparametric_bootstrap,0.9814,0.0585,0.0849,"1,2,3",16.64,0.9179,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,38,nonparametric_bootstrap,0.9627,0.0863,0.1195,"1,2,3",14.63,0.9207,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,39,nonparametric_bootstrap,0.9879,0.042,0.0531,"1,2,3",16.88,0.9264,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,40,nonparametric_bootstrap,0.9836,0.0329,0.0409,"1,2,3",16.88,0.9265,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,41,nonparametric_bootstrap,0.2269,0.7247,1.0,"1,2,3",19.63,0.7245,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,42,nonparametric_bootstrap,0.98,0.0773,0.1484,"1,2,3",17.23,0.9234,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,43,nonparametric_bootstrap,0.9708,0.0643,0.0925,"1,2,3",17.79,0.9196,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,44,nonparametric_bootstrap,0.8581,0.2572,0.4794,"1,2,3",21.49,0.9067,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,45,nonparametric_bootstrap,0.98,0.0558,0.0689,"1,2,3",17.2,0.9218,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,46,nonparametric_bootstrap,0.2239,0.7161,0.903,"1,2,3",21.61,0.7412,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,47,nonparametric_bootstrap,0.2411,0.7176,0.9257,"1,2,3",19.19,0.7267,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,48,nonparametric_bootstrap,0.9826,0.0608,0.1333,"1,2,3",17.23,0.9164,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,49,nonparametric_bootstrap,0.2332,0.73,0.9359,"1,2,3",18.92,0.7239,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,50,nonparametric_bootstrap,0.9893,0.0841,0.1643,"1,2,3",16.17,0.9284,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,51,nonparametric_bootstrap,0.9733,0.0641,0.1174,"1,2,3",17.62,0.92,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,52,nonparametric_bootstrap,0.9905,0.0685,0.1361,"1,2,3",16.03,0.9289,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,53,nonparametric_bootstrap,0.2241,0.716,0.921,"1,2,3",19.51,0.7147,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,54,nonparametric_bootstrap,0.2294,0.7251,1.0048,"1,2,3",18.82,0.7251,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,55,nonparametric_bootstrap,0.9899,0.0576,0.1169,"1,2,3",16.2,0.9251,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,56,nonparametric_bootstrap,0.9486,0.0952,0.1709,"1,2,3",18.84,0.9194,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,57,nonparametric_bootstrap,0.9805,0.0794,0.1548,"1,2,3",17.18,0.9198,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,58,nonparametric_bootstrap,0.9658,0.0785,0.111,"1,2,3",17.99,0.9163,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,59,nonparametric_bootstrap,0.9823,0.0808,0.1336,"1,2,3",15.83,0.9296,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,60,nonparametric_bootstrap,0.9857,0.0358,0.0578,"1,2,3",15.95,0.9244,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,61,nonparametric_bootstrap,0.9703,0.0615,0.1064,"1,2,3",17.81,0.9149,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,62,nonparametric_bootstrap,0.9774,0.0482,0.0587,"1,2,3",17.32,0.9199,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,63,nonparametric_bootstrap,0.9678,0.0872,0.1514,"1,2,3",17.74,0.9246,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,64,nonparametric_bootstrap,0.2232,0.7034,0.9309,"1,2,3",20.85,0.738,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,65,nonparametric_bootstrap,0.9872,0.0407,0.0835,"1,2,3",16.86,0.9206,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,66,nonparametric_bootstrap,0.9795,0.0448,0.0604,"1,2,3",16.93,0.9225,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,67,nonparametric_bootstrap,0.9584,0.091,0.1579,"1,2,3",18.26,0.9162,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,68,nonparametric_bootstrap,0.9643,0.0679,0.1036,"1,2,3",18.11,0.9175,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,69,nonparametric_bootstrap,0.9759,0.0563,0.0856,"1,2,3",17.45,0.9228,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,70,nonparametric_bootstrap,0.9842,0.0457,0.0643,"1,2,3",15.78,0.9254,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,71,nonparametric_bootstrap,0.2373,0.7184,0.8946,"1,2,3",18.6,0.7321,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,72,nonparametric_bootstrap,0.2475,0.6907,0.9325,"1,2,3",20.8,0.7325,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,73,nonparametric_bootstrap,0.2212,0.7633,1.0068,"1,2,3",18.18,0.7215,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,74,nonparametric_bootstrap,0.9842,0.0523,0.0759,"1,2,3",15.93,0.9215,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,75,nonparametric_bootstrap,0.9807,0.0649,0.1267,"1,2,3",17.08,0.9193,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,76,nonparametric_bootstrap,0.9923,0.0432,0.0725,"1,2,3",16.42,0.9216,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,77,nonparametric_bootstrap,0.2325,0.717,0.9123,"1,2,3",19.09,0.7273,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,78,nonparametric_bootstrap,0.2245,0.7086,0.8971,"1,2,3",19.82,0.736,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,79,nonparametric_bootstrap,0.9734,0.0823,0.1627,"1,2,3",17.62,0.9194,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,80,nonparametric_bootstrap,0.9887,0.0553,0.0863,"1,2,3",16.44,0.924,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,81,nonparametric_bootstrap,0.9662,0.0731,0.1057,"1,2,3",14.8,0.9287,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,82,nonparametric_bootstrap,0.2314,0.7324,0.936,"1,2,3",17.99,0.7242,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,83,nonparametric_bootstrap,0.9438,0.1072,0.2215,"1,2,3",19.09,0.9129,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,84,nonparametric_bootstrap,0.9838,0.0298,0.0349,"1,2,3",16.88,0.9218,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,85,nonparametric_bootstrap,0.2468,0.7283,0.9663,"1,2,3",19.48,0.7237,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,86,nonparametric_bootstrap,0.9921,0.0459,0.0786,"1,2,3",16.15,0.9289,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,87,nonparametric_bootstrap,0.981,0.0535,0.0842,"1,2,3",16.56,0.9182,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,88,nonparametric_bootstrap,0.9926,0.0226,0.0442,"1,2,3",16.47,0.9219,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
functional_bridge_earliest_sensitivity,bridge_sensitivity,KLoSA,3,4081,3,16792.03,0.9236,0.9668,89,nonparametric_bootstrap,0.974,0.0763,0.1398,"1,2,3",15.19,0.9276,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
